Person,Product,crunchy,creamy,sweet,chocolaty,healthful,calorie,rich,addiction,accessible,handy,wrapping,image,commercial,,,,,,,,,,,
40,Bounty,2.00,3.00,4.00,4.00,1.00,4.00,3.00,3.00,3.00,3.00,3.00,3.00,4.00,,,,,,,,,,,
40,Duplo,4.00,3.00,3.00,4.00,1.00,4.00,3.00,3.00,3.00,3.00,3.00,5.00,5.00,,,,,,,,,,,
40,KinderBueno,4.00,5.00,4.00,4.00,1.00,3.00,3.00,3.00,3.00,3.00,4.00,3.00,4.00,,,,,,,,,,,
40,KinderRiegel,2.00,3.00,4.00,4.00,1.00,4.00,3.00,3.00,4.00,3.00,4.00,4.00,4.00,,,,,,,,,,,
40,KitKat,5.00,3.00,3.00,4.00,1.00,4.00,3.00,3.00,4.00,3.00,3.00,4.00,4.00,,,,,,,,,,,
40,Lion,4.00,3.00,4.00,4.00,1.00,5.00,4.00,3.00,3.00,3.00,3.00,4.00,4.00,,,,,,,,,,,
40,Mars,2.00,5.00,5.00,4.00,1.00,5.00,4.00,3.00,4.00,3.00,3.00,5.00,5.00,,,,,,,,,,,
40,Snickers,4.00,3.00,4.00,4.00,2.00,5.00,4.00,3.00,5.00,3.00,3.00,5.00,5.00,,,,,,,,,,,
40,Twix,4.00,4.00,5.00,4.00,1.00,4.00,4.00,3.00,4.00,3.00,4.00,4.00,4.00,,,,,,,,,,,
41,Balisto,3.00,1.00,4.00,4.00,2.28,4.00,3.42,2.92,3.49,4.00,3.41,3.00,5.00,,,,,,,,,,,
41,Bounty,1.00,2.00,5.00,4.00,1.66,4.00,3.53,3.05,4.02,4.00,3.91,3.00,1.00,,,,,,,,,,,
41,Duplo,2.00,2.00,4.00,4.00,1.63,4.00,3.09,3.27,3.98,5.00,3.55,1.00,5.00,,,,,,,,,,,
41,KinderBueno,2.00,4.00,4.00,4.00,3.00,5.00,3.48,3.62,3.83,4.00,3.73,1.00,4.00,,,,,,,,,,,
41,KinderRiegel,1.00,2.00,4.00,5.00,1.69,4.00,3.44,4.02,4.47,5.00,4.00,2.00,5.00,,,,,,,,,,,
41,KitKat,4.00,2.00,4.00,5.00,1.57,4.00,3.27,3.16,4.15,3.00,3.53,3.00,3.00,,,,,,,,,,,
41,Lion,4.19,3.37,4.57,4.05,1.57,4.64,3.82,3.25,3.80,4.00,3.55,3.44,1.00,,,,,,,,,,,
41,Mars,1.00,5.00,5.00,5.00,1.46,5.00,3.67,2.89,4.25,4.00,3.49,3.00,3.00,,,,,,,,,,,
41,Snickers,4.00,2.00,5.00,4.00,2.00,5.00,3.60,2.93,4.35,4.00,3.28,2.00,4.00,,,,,,,,,,,
41,Twix,3.00,3.00,5.00,4.00,1.51,5.00,3.58,3.28,4.28,4.00,3.60,3.00,5.00,,,,,,,,,,,
42,Balisto,5.00,2.00,5.00,5.00,3.00,2.00,2.00,2.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,
42,Bounty,1.00,3.00,5.00,1.00,2.00,5.00,1.00,1.00,5.00,4.00,5.00,4.00,4.00,,,,,,,,,,,
42,Duplo,5.00,5.00,5.00,3.00,5.00,5.00,3.00,5.00,5.00,4.00,4.00,5.00,5.00,,,,,,,,,,,
42,KinderBueno,5.00,5.00,5.00,5.00,1.49,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,
42,KinderRiegel,1.00,5.00,5.00,3.00,1.00,5.00,5.00,4.00,5.00,4.00,5.00,5.00,5.00,,,,,,,,,,,
42,KitKat,5.00,5.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,5.00,,,,,,,,,,,
42,Lion,5.00,5.00,5.00,3.00,3.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,
42,Mars,2.00,5.00,5.00,5.00,5.00,2.00,4.00,5.00,5.00,3.00,3.00,4.00,4.00,,,,,,,,,,,
42,Snickers,4.00,3.00,5.00,4.00,1.42,4.60,1.00,1.00,5.00,4.00,4.00,4.00,4.00,,,,,,,,,,,
42,Twix,5.00,5.00,5.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,2.00,5.00,,,,,,,,,,,
43,Balisto,4.47,1.91,5.00,3.00,1.00,5.00,3.42,2.92,3.49,4.00,2.00,3.16,3.18,,,,,,,,,,,
43,Bounty,1.00,3.00,5.00,2.00,1.00,5.00,4.00,3.05,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,
43,Duplo,1.00,2.00,5.00,4.00,1.00,5.00,3.09,3.27,4.00,4.00,3.00,4.00,4.00,,,,,,,,,,,
43,KinderBueno,3.77,4.00,4.00,2.00,1.00,5.00,5.00,3.62,4.00,4.00,3.00,2.00,3.00,,,,,,,,,,,
43,KinderRiegel,1.00,3.00,5.00,4.00,1.00,5.00,5.00,4.02,4.00,4.00,3.00,4.00,4.45,,,,,,,,,,,
43,KitKat,2.00,2.00,5.00,4.00,1.00,5.00,4.00,3.16,4.00,3.00,3.00,4.00,3.90,,,,,,,,,,,
43,Lion,4.19,3.37,5.00,4.05,1.00,5.00,3.82,3.25,3.80,4.00,3.55,3.44,3.21,,,,,,,,,,,
43,Mars,2.00,4.00,5.00,3.00,1.00,5.00,5.00,2.89,4.00,4.00,4.00,5.00,3.98,,,,,,,,,,,
43,Snickers,3.58,2.00,5.00,3.96,1.00,5.00,5.00,2.93,4.00,4.00,3.00,3.00,4.35,,,,,,,,,,,
43,Twix,2.00,2.00,5.00,3.00,1.00,5.00,4.00,3.28,4.00,4.00,3.00,4.00,4.00,,,,,,,,,,,
44,Balisto,5.00,3.00,4.00,4.00,2.00,4.09,3.00,4.00,5.00,5.00,3.00,3.00,3.00,,,,,,,,,,,
44,Bounty,2.00,4.00,5.00,4.00,1.00,5.00,5.00,3.00,5.00,5.00,4.00,3.00,2.00,,,,,,,,,,,
44,Duplo,4.00,1.00,5.00,5.00,1.00,4.00,4.00,3.00,4.00,4.00,3.00,3.00,4.00,,,,,,,,,,,
44,KinderBueno,4.00,4.00,4.00,4.00,1.00,5.00,3.00,4.00,5.00,4.00,3.00,2.00,2.00,,,,,,,,,,,
44,KinderRiegel,1.00,5.00,5.00,5.00,1.00,5.00,3.00,3.00,5.00,5.00,3.00,3.00,3.00,,,,,,,,,,,
44,KitKat,5.00,1.00,4.00,4.00,1.00,5.00,5.00,4.00,5.00,3.00,3.00,3.00,2.00,,,,,,,,,,,
44,Lion,5.00,4.00,5.00,5.00,1.00,5.00,5.00,5.00,5.00,5.00,5.00,3.00,4.00,,,,,,,,,,,
44,Mars,1.00,3.00,5.00,4.00,1.00,5.00,5.00,2.00,5.00,5.00,3.00,3.00,3.00,,,,,,,,,,,
44,Snickers,4.00,3.00,4.00,4.00,1.00,5.00,5.00,3.00,5.00,5.00,3.00,4.00,5.00,,,,,,,,,,,
44,Twix,5.00,3.00,5.00,5.00,1.00,5.00,4.00,5.00,5.00,5.00,3.00,3.00,4.00,,,,,,,,,,,
45,Balisto,4.47,1.91,4.05,3.86,2.28,4.09,3.42,2.92,3.49,4.00,3.41,3.16,3.18,,,,,,,,,,,
45,Bounty,4.00,5.00,5.00,4.00,1.00,4.00,3.00,2.00,4.00,4.00,3.00,3.00,2.00,,,,,,,,,,,
45,Duplo,3.00,4.00,4.00,4.00,1.00,3.00,2.00,3.00,4.00,4.00,2.00,3.00,3.00,,,,,,,,,,,
45,KinderBueno,2.00,5.00,5.00,4.00,1.00,4.00,3.00,1.00,4.00,4.00,3.00,3.00,3.00,,,,,,,,,,,
45,KinderRiegel,2.00,5.00,5.00,5.00,1.00,4.00,2.00,3.00,4.00,3.00,2.00,4.00,4.00,,,,,,,,,,,
45,KitKat,4.00,3.00,4.00,4.00,1.00,3.00,3.00,2.00,4.00,2.00,3.00,3.00,3.00,,,,,,,,,,,
45,Lion,4.19,3.37,4.57,4.05,1.57,4.64,3.82,3.25,3.80,4.00,3.55,3.44,3.21,,,,,,,,,,,
45,Mars,3.00,4.00,5.00,5.00,1.00,5.00,3.00,4.00,4.00,4.00,3.00,4.00,4.00,,,,,,,,,,,
45,Snickers,4.00,3.44,2.00,3.00,1.00,5.00,3.00,1.00,5.00,4.00,3.00,3.00,2.00,,,,,,,,,,,
45,Twix,4.00,3.00,4.00,4.00,1.00,4.00,3.00,3.00,4.00,3.00,3.00,3.00,4.00,,,,,,,,,,,
46,Balisto,4.00,3.00,4.00,4.00,1.00,5.00,3.00,3.00,3.00,4.00,3.00,4.00,3.00,,,,,,,,,,,
46,Bounty,2.00,3.00,4.00,4.00,1.00,5.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,,,,,,,,,,,
46,Duplo,4.00,2.00,4.00,4.00,1.00,5.00,3.00,3.00,3.00,3.00,3.00,4.00,5.00,,,,,,,,,,,
46,KinderBueno,3.00,4.00,4.00,4.00,1.00,5.00,3.00,3.00,3.00,3.00,3.00,4.00,3.00,,,,,,,,,,,
46,KinderRiegel,1.00,4.00,5.00,5.00,1.00,5.00,3.00,4.00,4.00,3.00,3.00,5.00,5.00,,,,,,,,,,,
46,KitKat,4.00,2.00,4.00,3.00,1.00,5.00,3.00,3.00,3.00,3.00,3.00,4.00,4.00,,,,,,,,,,,
46,Lion,4.00,2.00,4.00,3.00,1.00,5.00,4.00,4.00,3.00,4.00,3.00,5.00,4.00,,,,,,,,,,,
46,Mars,2.00,4.00,4.00,3.00,1.00,5.00,3.00,3.00,3.00,3.00,3.00,5.00,5.00,,,,,,,,,,,
46,Snickers,4.00,4.00,4.00,4.00,1.00,5.00,3.00,3.00,3.00,4.00,3.00,4.00,5.00,,,,,,,,,,,
46,Twix,4.00,3.00,4.00,3.00,1.00,5.00,3.00,3.00,3.00,3.00,3.00,5.00,4.00,,,,,,,,,,,
47,Balisto,4.00,1.00,5.00,3.00,1.00,5.00,4.00,2.92,3.49,4.00,3.00,2.00,3.18,,,,,,,,,,,
47,Bounty,1.98,3.21,4.00,2.00,1.00,4.00,3.00,3.05,4.02,4.00,4.00,4.00,4.00,,,,,,,,,,,
47,Duplo,4.00,1.00,5.00,4.00,1.00,5.00,3.00,4.00,4.00,4.00,3.00,5.00,5.00,,,,,,,,,,,
47,KinderBueno,4.00,4.00,5.00,4.00,1.00,5.00,3.00,4.00,4.00,3.00,4.00,4.00,4.00,,,,,,,,,,,
47,KinderRiegel,1.00,4.00,5.00,5.00,1.00,5.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,
47,KitKat,5.00,1.00,5.00,4.00,1.00,4.00,3.00,3.00,4.00,4.00,3.00,4.00,4.00,,,,,,,,,,,
47,Lion,4.00,1.00,5.00,4.00,1.00,5.00,4.00,4.00,3.00,4.00,3.00,4.00,3.21,,,,,,,,,,,
47,Mars,1.00,5.00,5.00,4.00,1.00,5.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,,,,,,,,,,,
47,Snickers,3.00,3.00,5.00,4.00,1.00,5.00,5.00,4.00,5.00,5.00,3.00,4.00,4.00,,,,,,,,,,,
47,Twix,5.00,2.00,5.00,4.00,1.00,5.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,,,,,,,,,,,
48,Balisto,5.00,1.00,3.00,3.00,3.00,3.00,4.00,4.00,4.00,3.00,4.00,4.00,3.00,,,,,,,,,,,
48,Bounty,2.00,3.00,3.00,3.00,1.00,4.00,4.00,4.00,4.00,4.00,4.00,3.00,2.00,,,,,,,,,,,
48,Duplo,4.00,3.00,4.00,4.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,5.00,5.00,,,,,,,,,,,
48,KinderBueno,2.00,4.00,4.00,3.00,1.00,4.00,3.00,4.00,4.00,4.00,4.00,2.00,2.00,,,,,,,,,,,
48,KinderRiegel,1.00,4.00,5.00,3.00,2.00,4.00,4.00,5.00,4.00,5.00,4.00,5.00,5.00,,,,,,,,,,,
48,KitKat,5.00,1.00,3.00,3.00,2.00,4.00,4.00,3.00,4.00,3.00,4.00,5.00,4.00,,,,,,,,,,,
48,Lion,5.00,2.00,4.00,3.00,2.00,4.00,3.00,3.00,4.00,4.00,4.00,3.00,2.00,,,,,,,,,,,
48,Mars,1.00,4.00,5.00,4.00,2.00,4.00,2.00,3.00,4.00,4.00,4.00,5.00,3.00,,,,,,,,,,,
48,Snickers,3.00,3.00,4.00,4.00,1.00,4.00,4.00,3.00,5.00,4.00,3.00,5.00,5.00,,,,,,,,,,,
48,Twix,4.00,4.00,4.00,3.00,1.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,5.00,,,,,,,,,,,
49,Balisto,5.00,1.00,5.00,5.00,3.00,4.00,4.00,2.00,5.00,5.00,4.00,4.00,4.00,,,,,,,,,,,
49,Bounty,1.00,5.00,5.00,5.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,5.00,3.00,,,,,,,,,,,
49,Duplo,5.00,3.00,5.00,5.00,2.00,4.00,4.00,5.00,5.00,5.00,3.00,3.00,5.00,,,,,,,,,,,
49,KinderBueno,5.00,5.00,5.00,5.00,2.00,4.00,4.00,4.00,5.00,2.00,4.00,5.00,5.00,,,,,,,,,,,
49,KinderRiegel,1.00,5.00,5.00,5.00,3.00,3.00,4.00,4.00,5.00,5.00,4.00,5.00,5.00,,,,,,,,,,,
49,KitKat,5.00,2.00,5.00,5.00,2.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,
49,Lion,5.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,5.00,3.00,5.00,5.00,,,,,,,,,,,
49,Mars,1.00,5.00,5.00,5.00,1.00,4.00,4.00,1.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,
49,Snickers,5.00,5.00,5.00,5.00,2.00,4.00,4.00,4.00,5.00,4.00,5.00,5.00,5.00,,,,,,,,,,,
49,Twix,5.00,5.00,5.00,5.00,2.00,4.00,4.00,4.00,4.00,5.00,5.00,5.00,5.00,,,,,,,,,,,
50,Balisto,5.00,1.00,3.00,3.00,4.00,2.00,2.00,2.00,4.00,2.00,2.00,3.16,3.18,,,,,,,,,,,
50,Bounty,1.00,4.00,3.00,2.00,3.00,3.00,4.00,2.00,4.00,2.00,4.00,5.00,2.90,,,,,,,,,,,
50,Duplo,5.00,1.00,5.00,4.00,2.00,3.00,2.00,2.00,4.00,4.00,3.00,5.00,5.00,,,,,,,,,,,
50,KinderBueno,5.00,5.00,5.00,3.00,3.00,4.00,4.00,4.00,5.00,5.00,3.00,5.00,3.00,,,,,,,,,,,
50,KinderRiegel,1.00,4.00,5.00,4.00,2.00,3.00,4.00,5.00,5.00,5.00,4.00,5.00,5.00,,,,,,,,,,,
50,KitKat,5.00,1.00,4.00,3.00,2.00,4.00,3.00,2.00,5.00,2.00,2.00,4.00,4.00,,,,,,,,,,,
50,Lion,5.00,2.00,5.00,3.00,1.00,5.00,5.00,2.00,4.00,2.00,3.00,3.44,3.21,,,,,,,,,,,
50,Mars,1.00,5.00,5.00,5.00,1.00,5.00,5.00,3.00,5.00,3.00,3.00,5.00,5.00,,,,,,,,,,,
50,Snickers,2.00,2.00,4.00,4.00,2.00,4.00,4.00,2.00,5.00,5.00,4.00,5.00,5.00,,,,,,,,,,,
50,Twix,3.00,2.00,5.00,3.00,2.00,4.00,3.00,2.00,5.00,5.00,3.00,5.00,5.00,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
